GeneID,pident,chemotaxis,ribosom,signal,receptor,enzyme,kinase,morpho,tRNA,GPCR,G protein,transcription,translation,replication,purine,biosynthesis,transcription factor,division,7tm_1,G_alpha,nerv
55266,88.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55269,97.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55268,79.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6169,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6168,91.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55806,79.06,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6161,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
150290,85.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6165,99.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
286365,85.16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6167,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
441549,80.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84818,67.49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344387,90.16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
257068,95.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4999,78.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
84812,72.63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56681,99.49,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10994,87.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84811,76.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257062,50.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84817,79.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84814,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10991,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55805,88.76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9774,93.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
100132463,76.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84844,100.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
200373,62.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51046,96.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57701,85.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7037,76.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565,80.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,51.45,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5605,94.0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
84299,92.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125972,83.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,66.67,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8817,98.55,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,59.45,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10081,73.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,76.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,87.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165257,89.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283951,65.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201294,87.87,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5603,92.6,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
387640,88.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391059,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,92.6,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
348654,69.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100289635,60.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,98.1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
83690,93.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256586,87.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4519,78.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54675,96.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4512,90.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4513,74.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,69.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
339834,55.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201626,89.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9429,81.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10063,92.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,91.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9421,93.52,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9420,66.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9423,99.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9425,91.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9424,84.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254263,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,98.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9922,95.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55808,71.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5281,81.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5283,91.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5284,63.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246329,96.65,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5286,92.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60672,58.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60673,98.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60675,95.29,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60676,77.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60677,96.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60678,88.61,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
222194,80.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64318,90.61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134957,95.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126823,80.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7009,91.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,67.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100132916,88.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7008,98.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
101929668,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055137,98.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339456,74.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63899,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63898,73.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80018,92.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80019,99.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63895,91.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63894,94.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63897,83.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163175,87.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80012,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80013,95.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63893,94.98,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
63892,77.89,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84629,78.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100507679,40.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0170690,81.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84620,76.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84623,97.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84624,64.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84627,47.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84626,55.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,71.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
83937,85.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83930,85.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83931,97.24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83932,68.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10243,93.27,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6406,40.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83938,86.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83939,92.31,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
64478,93.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10241,46.83,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9289,78.51,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
100130988,74.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7305,70.43,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55788,93.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9021,96.44,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287,88.36,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
152579,85.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353299,71.31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10247,86.86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9472,79.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54503,90.68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54502,93.78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54505,89.32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
54504,74.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54507,76.29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57523,74.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54509,95.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10245,73.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9470,99.24,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
57521,94.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221830,76.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152573,93.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10206,87.53,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10207,78.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10204,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7046,99.68,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7041,91.54,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7040,89.92,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1
7043,97.82,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
10201,90.77,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
643812,50.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,96.76,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7049,81.62,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7048,86.66,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10208,58.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10209,99.12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
643803,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55893,79.92,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219738,92.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51322,93.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130399,95.1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149643,62.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,94.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149647,51.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80258,72.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119,86.43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4723,95.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360023,94.18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8608,60.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283248,78.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6988,92.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8602,81.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8603,85.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283537,75.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8601,83.8,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8607,99.78,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8604,91.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8605,54.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,85.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127829,99.46,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
375316,54.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79711,83.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126014,70.42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51320,99.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2983,91.58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2982,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2981,67.78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2980,66.96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,73.09,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2986,89.8,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2984,83.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
158835,80.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,95.05,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
158833,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,77.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,78.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,96.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,87.58,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0
1010,96.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259291,49.83,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,94.29,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,85.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339559,75.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80221,82.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653583,73.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30851,100.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
144577,94.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100287898,69.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23023,95.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22881,76.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85302,66.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,91.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,93.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22880,91.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4354,76.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,98.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,90.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,85.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4351,84.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,79.38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,87.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219473,82.37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11001,76.68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11000,89.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11007,98.51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11006,42.37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11005,56.24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,87.69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
219479,89.66,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
132671,65.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,88.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22884,87.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79611,90.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79612,82.18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79345,75.74,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
124912,73.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,47.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
613210,49.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79618,98.42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
434,70.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
435,85.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
432,80.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,62.21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,69.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
23256,96.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92293,77.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,83.73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92291,66.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,81.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133022,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51389,95.24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440730,90.55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8027,89.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11344,96.85,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11345,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11346,78.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50999,90.39,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11340,93.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11341,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11342,89.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11343,75.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145482,86.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132228,80.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,89.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
51021,91.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51020,84.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51023,76.03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23258,96.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5708,99.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5709,97.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51027,82.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51026,99.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,99.76,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
51028,96.11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
197322,80.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5707,98.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5700,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5701,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5702,98.86,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
27067,95.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
643866,94.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374378,99.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91522,86.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91523,56.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,92.46,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147111,89.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425,94.32,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
