GeneID,pident,TMn,SeqLen,GPCRHMM,ribosom,undefined,receptor,GPCR,G-protein_coupled_receptor,channel,receptor_tyrosine_kinase,enzyme,nuclear_receptor,ase,membrane
55266,88.32,6,336,0,0,0,0,0,0,0,0,0,0,0,1
101928006,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
388121,91.77,0,158,0,0,0,0,0,0,0,0,0,0,0,0
5126,96.24,0,638,0,0,0,0,0,0,0,0,0,0,1,1
55269,97.51,0,523,0,0,0,0,0,0,0,0,0,0,1,1
55268,91.87,0,246,0,0,0,0,0,0,0,0,1,0,1,0
51260,87.88,0,232,0,0,0,0,0,0,0,0,0,0,0,0
163223,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
6169,100.0,0,70,0,1,0,0,0,0,0,0,0,0,0,1
6168,91.3,0,92,0,1,0,0,0,0,0,0,0,0,0,1
5261,93.07,1,406,0,0,0,0,0,0,0,0,1,0,1,0
6161,100.0,0,135,0,1,0,0,0,0,0,0,0,0,0,1
6160,99.14,0,121,0,1,0,0,0,0,0,0,0,0,0,1
6165,99.09,0,144,0,1,0,0,0,0,0,0,0,0,1,1
6164,100.0,0,117,0,1,0,0,0,0,0,0,0,0,0,1
6167,100.0,0,97,0,1,0,0,0,0,0,0,0,0,0,1
441549,80.75,0,187,0,0,0,0,0,0,0,0,0,0,0,0
84818,69.84,1,779,0,0,0,1,0,0,0,0,0,0,0,1
344387,90.16,0,315,0,0,0,0,0,0,0,0,0,0,1,0
257068,95.17,0,305,0,0,0,0,0,0,0,0,0,0,1,1
10999,90.98,0,643,0,0,0,0,0,0,0,0,0,0,1,1
84812,73.43,0,494,0,0,0,0,0,0,0,0,0,0,1,1
56681,99.49,0,198,0,0,0,0,0,0,0,0,0,0,1,0
10994,87.5,0,632,0,0,0,0,0,0,0,0,1,0,1,1
84811,76.16,0,619,0,0,0,0,0,0,0,0,0,0,1,0
84816,90.91,0,396,0,0,0,0,0,0,0,0,0,0,1,0
10993,84.36,0,328,0,0,0,0,0,0,0,0,1,0,1,0
84814,94.44,4,151,0,0,0,0,0,0,0,0,0,0,1,1
10991,89.7,10,504,0,0,0,0,0,0,0,0,0,0,0,1
342926,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
84193,71.69,0,536,0,0,0,0,0,0,0,0,0,0,0,0
100132004,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
266740,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
84191,90.62,0,102,0,0,0,0,0,0,0,0,0,0,0,0
389643,81.85,0,672,0,0,0,0,0,0,0,0,0,0,1,0
642597,79.71,0,69,0,0,0,0,0,0,0,0,1,0,1,1
200373,62.24,0,735,0,0,0,0,0,0,0,0,0,0,0,0
23258,96.1,0,1307,0,0,0,0,0,0,0,0,1,0,1,0
138799,-1,7,-1,1,0,0,1,1,1,0,0,0,0,0,1
6139,99.32,0,146,0,1,0,0,0,0,0,0,0,0,0,1
653619,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
119548,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
645974,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
102725088,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0
57707,66.19,0,456,0,0,0,0,0,0,0,0,0,0,0,0
2213,51.44,1,303,0,0,0,1,0,0,0,0,0,0,0,1
2212,58.1,1,276,0,0,0,1,0,0,0,0,0,0,0,1
5121,96.77,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2210,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1
2217,66.67,1,189,0,0,0,1,0,0,0,0,0,0,0,1
2215,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1
2214,59.45,1,254,0,0,0,1,0,0,0,0,0,0,0,1
2219,76.97,1,326,0,0,0,0,0,0,0,0,0,0,0,1
2218,87.17,0,271,0,0,0,0,0,0,0,0,0,0,1,1
100529240,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
100529241,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1
100996809,-1,1,-1,0,0,0,1,0,0,0,0,0,0,1,1
165257,89.55,0,269,0,0,0,0,0,0,0,0,0,0,0,0
5606,97.8,0,318,0,0,0,1,0,0,0,0,0,0,1,0
54815,88.85,0,633,0,0,0,0,0,0,0,0,0,0,1,1
65991,82.61,0,189,0,0,0,0,0,0,0,0,0,0,0,0
201294,87.87,0,887,0,0,0,1,0,0,0,0,0,0,1,1
102725154,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
102725155,-1,0,-1,0,0,0,1,1,0,0,0,0,0,1,1
631,67.4,0,540,0,0,0,0,0,0,0,0,0,0,0,1
196913,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
10955,77.59,11,473,0,0,0,0,0,0,0,0,0,0,0,1
387640,88.24,1,908,0,0,0,0,0,0,0,0,0,0,1,0
391059,75.0,6,592,0,0,0,0,0,0,0,0,0,0,1,1
348654,69.85,0,908,0,0,0,0,0,0,0,0,0,0,1,0
100289635,60.66,0,672,0,0,0,0,0,0,0,0,0,0,1,0
23562,93.31,3,239,0,0,0,0,0,0,0,0,0,0,1,1
93380,95.42,1,131,0,0,0,0,0,0,0,0,0,0,0,1
6567,86.22,12,415,0,0,0,0,0,0,0,0,0,0,1,1
6135,100.0,0,178,0,1,0,0,0,0,0,0,0,0,1,1
83690,93.91,0,312,0,0,0,0,0,0,0,0,0,0,0,0
256586,87.44,0,215,0,0,0,0,0,0,0,0,0,0,0,0
9921,85.54,0,764,0,0,0,0,0,0,0,0,0,0,1,0
130120,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
10948,89.01,4,427,0,0,0,0,0,0,0,0,0,0,0,1
4512,90.62,12,513,0,0,0,0,0,0,0,0,0,0,1,1
5609,99.08,0,435,0,0,0,1,0,0,0,0,1,0,1,0
90273,46.7,1,292,0,0,0,0,0,0,0,0,0,0,0,1
339834,54.51,0,577,0,0,0,0,0,0,0,0,0,0,0,0
8526,89.1,1,567,0,0,0,1,0,1,0,0,0,0,1,1
9429,81.16,5,655,0,0,0,0,0,0,0,0,0,0,1,1
360203,64.82,0,276,0,0,0,0,0,0,0,0,0,0,1,1
78994,73.62,0,585,0,0,0,0,0,0,0,0,0,0,1,0
254268,53.5,0,836,0,0,0,0,0,0,0,0,0,0,0,0
81502,96.19,8,394,0,0,0,0,0,0,0,0,0,0,1,1
9421,93.52,0,215,0,0,0,0,0,0,0,0,0,0,1,1
9420,66.74,2,506,0,0,0,0,0,0,0,0,0,0,1,1
9423,99.01,0,604,0,0,0,0,0,0,0,0,0,0,1,1
9422,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
9425,91.99,1,544,0,0,0,0,0,0,0,0,0,0,1,1
9424,84.35,5,313,0,0,0,0,0,0,1,0,0,0,0,1
9427,94.72,1,775,0,0,0,1,0,1,0,0,1,0,1,1
55565,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
64106,86.11,7,430,1,0,0,1,1,1,0,0,0,0,0,1
5288,76.21,0,1264,0,0,0,0,0,0,0,0,0,0,1,1
55808,71.96,0,600,0,0,0,0,0,0,0,0,0,0,1,1
5281,81.18,6,206,0,0,0,0,0,0,0,0,0,0,1,1
5976,98.48,0,1118,0,0,0,0,0,0,0,0,0,0,1,1
5283,91.98,2,188,0,0,0,0,0,0,0,0,0,0,1,1
5284,63.15,1,773,0,0,0,1,0,0,0,0,0,0,0,1
5287,91.8,0,1607,0,0,0,0,0,0,0,0,0,0,1,1
5286,92.5,0,1306,0,0,0,0,0,0,0,0,0,0,1,1
124411,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
60672,58.14,0,388,0,0,0,0,0,0,0,0,0,0,0,0
60673,98.17,0,218,0,0,0,0,0,0,0,0,0,0,0,0
60675,95.29,0,108,0,0,0,1,0,1,0,0,0,0,1,0
60676,77.19,1,827,0,0,0,0,0,0,0,0,0,0,1,0
60677,96.23,0,344,0,0,0,0,0,0,0,0,0,0,1,0
60678,88.61,0,596,0,0,0,0,0,0,0,0,0,0,1,0
222194,80.73,0,846,0,0,0,0,0,0,0,0,0,0,1,0
64318,90.61,0,500,0,1,0,0,0,0,0,0,0,0,0,1
83692,59.81,1,189,0,0,0,0,0,0,0,0,0,0,1,1
6400,91.37,1,773,0,0,0,1,0,0,0,0,0,0,1,1
134957,95.75,0,1135,0,0,0,0,0,0,0,0,0,0,1,1
29088,89.86,0,296,0,1,0,0,0,0,0,0,0,0,1,1
100132916,88.05,1,160,0,0,0,0,0,0,0,0,0,0,1,1
121665,98.96,9,384,1,0,0,0,0,0,0,0,0,0,1,1
339184,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
101929668,28.11,0,310,0,0,1,0,0,0,0,0,0,0,0,0
90321,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
51326,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
63899,80.0,0,340,0,0,0,0,0,0,0,0,0,0,1,0
63898,73.13,0,454,0,0,0,0,0,0,0,0,0,0,1,0
80018,92.16,1,944,0,0,0,0,0,0,0,0,0,0,1,0
80019,99.12,0,227,0,0,0,0,0,0,0,0,0,0,0,0
63895,91.07,39,2752,0,0,0,0,0,0,0,0,0,0,1,1
63894,94.32,0,493,0,0,0,0,0,0,0,0,0,0,0,1
80014,86.62,0,1192,0,0,0,0,0,0,0,0,0,0,1,1
163175,87.71,0,537,0,0,0,0,0,0,0,0,0,0,0,1
63891,93.71,0,1314,0,0,0,1,0,0,0,0,0,0,1,0
80013,95.06,0,445,0,0,0,0,0,0,0,0,0,0,0,0
80010,69.27,0,625,0,0,0,0,0,0,0,0,0,0,1,0
63892,77.89,0,1831,0,0,0,1,0,0,0,0,0,0,1,0
84629,80.11,0,2968,0,0,0,0,0,0,0,0,0,0,1,0
56033,96.06,0,254,0,0,0,1,0,0,0,0,0,0,1,1
81034,90.13,0,315,0,0,0,0,0,0,0,0,0,0,0,1
286436,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
11007,98.51,0,202,0,0,0,0,0,0,0,0,0,0,1,1
84620,76.66,1,529,0,0,0,0,0,0,0,0,0,0,1,1
84623,97.94,1,778,0,0,0,0,0,0,0,0,0,0,1,1
84622,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
84624,64.04,0,1894,0,0,0,0,0,0,0,0,0,0,1,0
84627,47.27,0,3925,0,0,0,0,0,0,0,0,0,0,1,0
84626,55.73,0,1030,0,0,0,0,0,0,0,0,0,0,1,0
9025,66.67,0,334,0,0,0,0,0,0,0,0,0,0,1,1
157506,99.41,2,341,0,0,0,0,0,0,0,0,0,0,1,1
83930,95.74,4,234,0,0,0,0,0,0,0,0,0,0,0,1
83931,97.24,1,435,0,0,0,0,0,0,0,0,0,0,1,0
83932,68.43,0,446,0,0,0,0,0,0,0,0,0,0,1,1
9024,92.12,1,453,0,0,0,0,0,0,0,0,0,0,1,0
6406,40.54,0,462,0,0,0,0,0,0,0,0,0,0,0,1
55130,88.86,0,736,0,0,0,0,0,0,0,0,0,0,0,0
83938,86.9,0,226,0,0,0,0,0,0,0,0,0,0,0,0
83939,92.31,0,585,0,1,0,0,0,0,0,0,0,0,0,0
9026,92.33,0,603,0,0,0,1,0,0,0,0,0,0,0,1
7306,87.74,1,537,0,0,0,0,0,0,0,0,0,0,1,1
100130988,74.83,0,438,0,0,0,0,0,0,0,0,0,0,0,0
7305,70.43,1,157,0,0,0,0,0,0,0,0,0,0,1,1
55788,93.28,9,540,0,0,0,0,0,0,0,0,0,0,0,1
7005,97.26,0,435,0,0,0,0,0,0,0,0,0,0,1,1
9287,88.36,7,351,1,0,0,1,1,1,0,0,0,0,0,1
728819,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1
102725035,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1
9283,91.68,5,481,1,0,0,1,1,1,0,0,0,0,1,1
29085,83.06,0,127,0,0,0,0,0,0,0,0,0,0,1,0
9472,79.41,0,2319,0,0,0,0,0,0,1,0,0,0,1,1
54503,90.68,7,622,0,0,0,0,0,0,0,0,0,0,1,1
54502,93.78,0,592,0,0,0,0,0,0,0,0,0,0,1,0
54505,89.32,0,899,0,0,0,0,0,0,0,0,0,0,1,0
54504,74.58,0,476,0,0,0,0,0,0,0,0,0,0,1,0
54507,76.29,0,1074,0,0,0,0,0,0,0,0,1,0,1,0
57523,74.7,2,1898,0,0,0,0,0,0,0,0,0,0,1,1
54509,95.9,0,211,0,0,0,0,0,0,0,0,0,0,1,1
9022,89.82,0,236,0,0,0,0,0,0,1,0,0,0,1,1
57520,93.38,0,1414,0,0,0,0,0,0,0,0,0,0,1,1
10481,93.71,0,284,0,0,0,0,0,0,0,0,0,0,0,1
147872,71.78,1,562,0,0,0,0,0,0,0,0,0,0,1,1
64184,58.04,0,147,0,0,0,0,0,0,0,0,0,0,1,0
865,77.54,0,148,0,0,0,0,0,0,0,0,0,0,1,0
9477,98.11,0,212,0,0,0,0,0,0,0,0,0,0,1,1
7045,89.94,0,683,0,0,0,0,0,0,0,0,0,0,1,1
7044,-1,0,-1,0,0,0,1,0,0,0,0,1,0,1,1
7047,57.97,0,601,0,0,0,0,0,0,0,0,0,0,1,0
7046,96.06,1,507,0,0,0,1,0,0,0,0,1,0,1,1
83696,91.99,0,1148,0,0,0,0,0,0,0,0,0,0,0,0
10203,90.69,7,472,1,0,0,1,1,1,0,0,0,0,1,1
7043,97.82,0,412,0,0,0,1,0,0,0,0,1,0,1,1
7042,95.02,0,442,0,0,0,1,0,0,0,0,1,0,1,1
643812,50.24,0,207,0,0,0,0,0,0,0,0,0,0,0,1
221833,97.35,0,490,0,0,0,0,0,0,0,0,0,0,1,0
7049,81.62,1,850,0,0,0,1,0,0,0,0,1,0,1,1
7048,86.66,1,592,0,0,0,1,0,0,0,0,1,0,1,1
390093,78.59,7,314,1,0,0,1,1,1,0,0,0,0,0,1
10209,99.12,0,113,0,0,0,0,0,0,0,0,0,0,0,0
100652777,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
51322,94.44,0,647,0,0,0,0,0,0,0,0,0,0,0,1
102725092,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
101930328,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
149643,62.24,0,98,0,0,0,0,0,0,0,0,0,0,0,0
9108,94.24,0,660,0,0,0,0,0,0,0,0,0,0,1,1
149647,51.09,0,594,0,0,0,0,0,0,0,0,0,0,1,0
170689,93.16,0,950,0,0,0,0,0,0,0,0,0,0,1,0
80119,86.43,0,641,0,0,0,0,0,0,0,0,0,0,1,1
360023,94.18,0,909,0,0,0,0,0,0,0,0,0,0,1,0
8608,60.28,1,172,0,0,0,0,0,0,0,0,0,0,1,1
8609,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
653048,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
128506,70.51,5,566,0,0,0,0,0,0,0,0,0,0,1,1
6988,92.45,1,103,0,0,0,0,0,0,0,0,0,0,0,0
8602,81.33,0,857,0,1,0,0,0,0,0,0,0,0,0,1
49860,51.67,0,495,0,0,0,0,0,0,0,0,0,0,1,0
283537,75.65,11,463,1,0,0,0,0,0,0,0,0,0,0,1
8601,83.8,0,273,0,0,0,1,0,1,0,0,1,0,1,1
8607,99.78,0,456,0,0,0,0,0,0,0,0,0,0,1,1
8604,91.72,0,661,0,0,0,0,0,0,0,0,0,0,0,1
8605,54.43,0,523,0,0,0,0,0,0,0,0,0,0,1,1
574028,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
9185,88.28,0,599,0,0,0,1,0,0,0,0,1,0,1,1
100130451,-1,2,-1,0,0,1,0,0,0,0,0,0,0,0,0
388813,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
150368,79.15,0,259,0,0,0,0,0,0,0,0,0,0,0,0
375316,54.65,0,1047,0,0,0,0,0,0,0,0,0,0,0,0
79711,83.09,0,1081,0,0,0,0,0,0,0,0,0,0,1,1
126017,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
126014,71.77,1,282,0,0,0,1,0,0,0,0,0,0,0,1
51320,99.57,0,659,0,0,0,0,0,0,0,0,0,0,0,0
2983,91.58,0,594,0,0,0,0,0,0,0,0,0,0,1,0
2982,89.0,0,690,0,0,0,0,0,0,0,0,0,0,1,0
2981,67.78,0,112,0,0,0,0,0,0,0,0,1,0,1,0
2980,66.96,0,115,0,0,0,0,0,0,0,0,1,0,1,0
2987,87.36,0,241,0,0,0,0,0,0,1,0,0,0,1,0
2986,89.8,1,1108,0,0,0,1,0,0,0,0,1,0,1,1
633,96.31,0,368,0,0,0,0,0,0,0,0,0,0,1,1
375318,-1,5,-1,0,0,0,0,0,0,0,0,0,0,0,1
158835,80.78,2,333,0,0,0,0,0,0,0,0,0,0,1,1
150365,78.17,0,1235,0,0,0,0,0,0,0,0,0,0,1,0
1018,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
645745,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
158833,82.01,2,328,0,0,0,0,0,0,0,0,0,0,1,1
1014,77.02,1,829,0,0,0,0,0,0,0,0,0,0,0,1
1015,78.7,1,832,0,0,0,0,0,0,0,0,0,0,0,1
1016,96.71,1,790,0,0,0,0,0,0,0,0,0,0,0,1
1017,87.58,0,264,0,0,0,0,0,0,0,0,1,0,1,1
1010,96.22,1,794,0,0,0,0,0,0,0,0,0,0,0,1
103910,100.0,0,172,0,0,0,0,0,0,0,0,0,0,0,1
1012,94.29,0,422,0,0,0,1,0,0,0,0,0,0,1,1
84376,97.91,0,718,0,0,0,0,0,0,0,0,0,0,1,1
339559,75.43,0,526,0,0,0,0,0,0,0,0,0,0,1,0
80221,82.16,1,455,0,0,0,0,0,0,0,0,0,0,1,0
653583,77.55,0,640,0,0,0,0,0,0,0,0,0,0,0,0
259290,-1,7,-1,1,0,0,1,0,1,0,0,0,0,0,1
51321,79.44,0,360,0,0,0,0,0,0,0,0,0,0,1,0
101929880,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0
144577,94.83,0,445,0,0,0,0,0,0,0,0,0,0,0,0
374768,67.41,1,309,0,0,0,0,0,0,0,0,0,0,1,1
158787,67.89,0,379,0,0,0,0,0,0,0,0,0,0,0,0
85302,66.75,0,1133,0,0,0,0,0,0,0,0,0,0,1,0
4358,91.87,4,123,0,0,0,0,0,0,0,0,0,0,1,1
4359,93.22,1,248,0,0,0,0,0,0,0,0,0,0,1,1
22880,91.24,0,970,0,0,0,0,0,0,0,0,0,0,1,0
4354,76.37,0,436,0,0,0,0,0,0,1,0,0,0,1,1
4355,98.15,0,541,0,0,0,0,0,0,1,0,0,0,1,1
4356,90.43,0,585,0,0,0,0,0,0,1,0,0,0,1,1
259294,-1,7,-1,1,0,0,1,0,1,0,0,0,0,0,1
83638,95.6,0,292,0,0,0,0,0,0,0,0,0,0,0,0
4351,84.58,0,362,0,0,0,0,0,0,0,0,0,0,1,0
4352,79.38,1,635,0,0,0,1,0,0,0,0,0,0,1,1
4353,87.73,0,745,0,0,0,0,0,0,0,0,0,0,1,0
219473,82.37,7,312,1,0,0,1,1,1,0,0,0,0,0,1
11001,82.89,3,620,0,0,0,0,0,0,0,0,0,0,1,1
11000,89.59,1,490,0,0,0,0,0,0,0,0,0,0,1,1
219477,-1,7,-1,1,0,0,1,1,1,0,0,0,0,0,1
11006,42.37,1,437,0,0,0,1,0,0,0,0,0,0,0,1
11005,56.24,0,1094,0,0,0,0,0,0,0,0,1,0,1,1
11004,87.54,0,716,0,0,0,0,0,0,0,0,0,0,1,1
30850,94.19,0,465,0,0,0,0,0,0,0,0,0,0,0,0
11009,66.29,0,179,0,0,0,1,0,0,0,0,0,0,0,0
390616,91.2,0,535,0,0,0,0,0,0,0,0,0,0,0,0
151176,73.83,0,258,0,0,0,0,0,0,0,0,0,0,1,0
9104,86.55,0,227,0,0,0,0,0,0,0,0,0,0,1,0
22884,87.5,0,494,0,0,0,0,0,0,0,0,0,0,0,0
79611,90.68,0,686,0,0,0,0,0,0,0,0,0,0,1,0
22984,80.97,0,1871,0,1,0,0,0,0,0,0,0,0,0,1
79345,75.74,7,312,1,0,0,1,1,1,0,0,0,0,0,1
124912,73.62,1,215,0,0,0,0,0,0,0,0,0,0,1,1
79616,80.41,1,435,0,0,0,0,0,0,0,0,0,0,0,0
613210,49.18,0,78,0,0,0,0,0,0,0,0,0,0,0,0
79618,98.42,0,444,0,0,0,0,0,0,0,0,0,0,0,0
9263,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
435,85.22,0,438,0,0,0,0,0,0,0,0,0,0,1,0
432,80.0,1,291,0,0,0,1,0,0,0,0,0,0,0,1
433,62.21,1,311,0,0,0,1,0,0,0,0,0,0,0,1
430,69.95,0,193,0,0,0,0,0,0,0,0,0,0,1,0
23256,96.83,0,642,0,0,0,0,0,0,0,0,0,0,1,1
92293,77.53,1,1108,0,0,0,0,0,0,0,0,0,0,0,1
92292,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
92291,66.96,0,669,0,0,0,0,0,0,0,0,0,0,1,0
440738,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
23255,82.68,0,1644,0,0,0,0,0,0,0,0,0,0,1,0
741,81.39,0,403,0,0,0,0,0,0,0,0,0,0,0,0
643355,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
11344,96.85,0,349,0,0,0,0,0,0,0,0,0,0,1,1
11345,100.0,0,117,0,0,0,1,0,0,0,0,1,0,1,1
11346,78.14,0,929,0,0,0,0,0,0,0,0,0,0,1,1
50999,90.39,1,229,0,0,0,1,0,0,0,0,0,0,0,1
11340,93.8,0,313,0,1,0,0,0,0,0,0,0,0,1,1
11341,85.0,1,98,0,0,0,0,0,0,0,0,0,0,0,0
11342,89.8,1,262,0,0,0,0,0,0,0,0,0,0,1,0
11343,82.46,0,277,0,0,0,0,0,0,0,0,0,0,1,0
145482,86.86,0,351,0,0,0,0,0,0,0,0,0,0,1,1
132228,80.79,1,163,0,0,0,0,0,0,0,0,0,0,0,1
10381,99.78,0,450,0,0,0,1,1,1,0,0,0,0,1,1
641654,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
442590,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
745,89.14,1,1151,0,0,0,0,0,0,0,0,0,0,1,1
55014,90.73,2,302,0,0,0,1,0,0,0,0,0,0,0,1
51020,84.31,0,204,0,0,0,0,0,0,0,0,0,0,1,0
51023,76.03,0,142,0,1,0,0,0,0,0,0,0,0,0,1
51022,81.45,0,124,0,0,0,0,0,0,0,0,1,0,1,0
5708,99.33,1,749,0,0,0,0,0,0,0,0,0,0,1,0
51024,96.71,1,152,0,0,0,0,0,0,0,0,0,0,0,1
51027,82.35,0,137,0,0,0,0,0,0,0,0,0,0,0,0
55013,75.33,2,307,0,0,0,0,0,0,0,0,0,0,0,1
51029,96.39,0,194,0,0,0,0,0,0,0,0,0,0,1,0
255022,91.12,4,346,0,0,0,0,0,0,1,0,0,0,0,1
5706,99.75,0,403,0,0,0,0,0,0,0,0,0,0,1,0
5707,98.64,1,953,0,0,0,0,0,0,0,0,0,0,1,0
5700,100.0,0,440,0,0,0,0,0,0,0,0,0,0,1,1
5701,99.77,0,433,0,0,0,0,0,0,0,0,0,0,1,0
5702,98.86,0,439,0,0,0,0,0,0,0,0,0,0,1,0
4668,82.76,0,411,0,0,0,0,0,0,0,0,0,0,1,0
101060351,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0
79710,80.02,0,845,0,0,0,0,0,0,0,0,0,0,1,0
91526,93.77,1,993,0,0,0,0,0,0,0,0,0,0,1,0
54807,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
91522,86.83,1,545,0,0,0,0,0,0,0,0,0,0,1,1
91523,56.72,0,432,0,0,0,0,0,0,0,0,0,0,1,0
6424,92.46,0,346,0,0,0,1,0,0,0,0,0,0,0,0
221613,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
9084,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
9103,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1
51204,75.5,0,297,0,0,0,0,0,0,0,0,0,0,1,0
60314,88.38,0,376,0,0,0,0,0,0,0,0,0,0,1,0
60313,88.87,0,474,0,0,0,0,0,0,0,0,0,0,0,0
60312,91.08,0,835,0,0,0,0,0,0,0,0,0,0,1,1
5170,94.67,0,454,0,0,0,1,0,0,0,0,1,0,1,1
64090,69.21,0,398,0,0,0,0,0,0,0,0,0,0,1,1
6427,100.0,0,221,0,0,0,0,0,0,0,0,0,0,1,1
100996924,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
7329,100.0,0,184,0,0,0,0,0,0,0,0,1,0,1,1
124976,98.24,11,398,0,0,0,0,0,0,0,0,0,0,0,1
4299,67.81,0,1218,0,0,0,0,0,0,0,0,0,0,1,0
55352,75.3,0,184,0,0,0,0,0,0,0,0,0,0,0,0
26173,90.42,2,2190,0,0,0,0,0,0,0,0,1,0,1,1
27018,80.0,0,111,0,0,0,1,0,0,0,0,0,0,1,0
158521,31.82,2,255,0,0,0,0,0,0,0,0,0,0,0,1
64093,95.52,0,445,0,0,0,0,0,0,0,0,0,0,1,1
100287399,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
26175,93.87,2,169,0,0,0,0,0,0,0,0,0,0,0,1
10483,96.87,0,767,0,0,0,0,0,0,0,0,0,0,1,1
102724580,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0
102724585,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
27132,90.84,0,556,0,0,0,0,0,0,0,0,0,0,0,1
6895,92.17,0,345,0,0,0,0,0,0,0,0,0,0,1,0
27130,90.08,0,895,0,0,0,1,0,0,0,0,0,0,1,1
64097,94.17,0,686,0,0,0,0,0,0,0,0,0,0,0,1
27136,67.28,0,984,0,0,0,0,0,0,0,0,0,0,1,0
441490,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
27134,80.11,0,919,0,0,0,0,0,0,1,0,0,0,1,1
728734,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
9101,82.82,0,1012,0,0,0,0,0,0,0,0,0,0,1,0
201181,83.02,0,371,0,0,0,0,0,0,0,0,0,0,1,0
201501,94.51,0,619,0,0,0,0,0,0,0,0,0,0,1,0
102724930,25.96,0,437,0,0,1,0,0,0,0,0,0,0,0,0
6899,87.96,0,495,0,0,0,0,0,0,0,0,0,0,1,0
55007,92.5,1,371,0,0,0,0,0,0,0,0,0,0,0,1
9245,77.85,1,438,0,0,0,0,0,0,0,0,0,0,1,1
102724685,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
340654,89.84,0,398,0,0,0,0,0,0,0,0,0,0,1,0
100133941,65.15,0,80,0,0,0,1,0,0,0,0,1,0,1,1
359787,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
259240,55.68,1,89,0,0,0,0,0,0,0,0,0,0,0,0
101060458,-1,0,-1,0,0,0,1,0,0,0,0,0,0,1,0
441027,96.79,6,249,0,0,0,0,0,0,0,0,0,0,0,0
259249,53.11,7,322,1,0,0,1,1,1,0,0,0,0,0,1
408186,-1,0,-1,0,0,0,1,0,0,0,0,1,0,1,0
441024,86.17,0,347,0,0,0,0,0,0,0,0,1,0,1,0
23654,88.0,1,1838,0,0,0,1,0,0,0,0,0,0,1,1
56271,74.03,0,120,0,0,0,0,0,0,0,0,0,0,0,0
56270,99.13,0,344,0,0,0,0,0,0,0,0,0,0,0,0
